ID,Topic,Sentiment
345,động lực để phụ nữ chiến đấu chính là gia đình và bản thân họ :),Neutral
346,mink chỉ lo là nhà nước không đủ gạo nuôi mấy anh,Negative
347,sản phẩm khá là mới lạ trong việt nam,Neutral
348,"chuẩn rồi . nhiều khi mệt muốn xỉu , xong đồng nghiệp đùa nhau đôi ba câu hay kể cho nhau vài câu chuyện thế là lại vui trở lại 😂😂😂 đồng nghiệp quan trọng thật sự",Positive
349,ai trèo lên đưa cho ảnh cái áo mưa đi kẻo ướt ảnh đó,Neutral
350,"per hồi nhỏ bị con đỉ này dí lòi lol 😂, bị cắn bầm đen muốn thúi thịt luôn cả tháng hơn mới hết . mà đươ ̣ c cái con này nuôi nó giữ nhà cửa hay , có nó không sợ ma quỷ gì hết",Negative
351,chắc ổng chỉ ngồi 1 chỗ và để móng lên bàn nv . chư tao nghĩ đi lại cũng khó,Negative
352,nó mới ghé nhà tao đây :)),Positive
353,nhìn mặt là cười phọt rồi,Positive
354,per cấm dừng đỗ đâu cụ thớt ???,Neutral
355,đọc chả hiểu gì :( mất gốc rồi :(,Negative
356,mạng lag chưa xem được nhưng vẫn vào bình luận 😍😍,Neutral
357,"em vợ có thể ngủ với mẹ , còn anh thì ngủ với em 😂",Positive
358,cái giọng anh quay phim nghe ngọt quá 😘😘,Positive
359,đẹp đôi vãi 🤩,Positive
360,như con ma tơi có ngày ném cho cái cốc vào mặt thì đừng trách,Negative
361,"ổng để móng có 1 bàn tay thôi còn bàn tay kia vẫn sạch sẽ bình thường mà các cụ cứ hỏi chùi đít , đanh răng , quay tay kiểu gì là sao :))",Neutral
362,chỉ thấy mất dạy,Negative
363,vì nó biết mày còn 2 quả thận thôi con ạ . rửa mặt đi :vậy,Negative
364,tiền cắt tóc như kia đủ mua giày rồi :v,Negative
365,"trên phim thôi . ngoài đời thì đứa con gái uống xong ngất luôn , hôm sau thì bị bán mẹ sang trung quốc",Neutral
366,đấy cổ tích như thế có mà dân lại ngồi hết lên đầu pháp luật . tai nạn tăng không ngừng nghỉ ấy chứ .,Negative
367,"nếu không có lòng yêu thương , thì đừng nuôi",Negative
368,định mệnh gớm vãi 🤮🤮🤮,Negative
369,kiểu xem đứa nào thắng !,Neutral
370,"èo , ngọt quá đi",Positive
371,lấy vợ xong bị tàn phá là có thật 😆 béo vãi_chưởng,Negative
372,nếu người ta sai thì gọi công an xử lý còn không thì bạn không có quyền nhé,Negative
373,t thề hồi nhỏ qua nhà ông hàng xóm vá xe tao bị con ngỗng dí chạy xúc quần quanh nhà ổng vừa chạy vừa la làng tới giờ nhớ lại vẫn còn hãi 😧😧😧,Negative
374,nó bướng vãi . cứ làm theo ý mình,Negative
375,nghe như hát trầu văn,Negative
376,đúng rồi mà kệ nó tao đéo quan tâm . chụp cho ai thì chụp,Neutral
377,nhà có người già vui thật nhỉ 🤣👍,Positive
378,tao nấu củi chưa nấu bằng rơm bao giờ 😪,Neutral
379,bếp dầu trước kia tôi đã thuờg dùng,Neutral
380,ngọc ngọc đồng nghiệp tốt,Neutral
381,đời tao ghét con súc sinh này vãi .. nhiều khi tao tự vấn tao làm gì sai mà mỗi lần tao đi qua nó là y như rằng tao phải chạy như chó chứ không thể nào hiên ngang đi 1 cách như người bình thường,Negative
382,"ờ phải rồi , nói hay lắm . đến lúc nó đậu trước cửa nhà mình cả ngày xem có nhảy lên như khỉ đỏ đít không ?",Negative
383,tạm biệt sếp và mong sớm có ngày sếp quay lại ...,Neutral
384,tao dễ thương nhưng vẫn ế đây này mơ mộng ít thôi,Negative
385,"má , dume cười ỉa :))))",Positive
386,bà mẹ tháng cô hồn nghèo rớt mồng tơi mà cứ chiếu phim tiền đâu mà coi trời oi là troi,Negative
387,cái này nó giống câu “ em ăn cơm chưa ” vãi,Neutral
388,bị rồi nè :))) mua 6 ly rớt hết 4 ly,Neutral
389,"đây là 1 câu chuyện buồn đó , đừng có haha nha per",Negative
390,chảy cả nói chuyện mắt,Neutral
391,là tôi tôi cũng tát vỡ mồm nó ~~,Negative
392,per ngôn tình luôn ở quanh ta nhưng nó đéo đến với chúng ta 😏,Negative
393,rồi lỡ ai có bầu mà đi qua không biết nhảy kiểu gì nữa 😂😂,Positive
394,nghe mát lòng mát gan thế ????,Positive
395,tao đang xem cái gì vậy,Neutral
396,sợ đến lúc đó muốn lấy vợ phải sang nước khác nhập khẩu về quá,Negative
397,nhiều khi cũng muốn chọc cho người yêu giận nhưng mới nhớ ra mình đéo có người yêu 😌,Negative
398,nguy hiểm thật,Negative
399,"ok hay quá , dùng điện này thôi",Positive
400,ơ tao đang mơ 🤩,Positive
401,chủ tịch rả vờ ngu và cái kết đừng bao rờ khinh thường người khác 😂😂,Negative
402,"per ăn tết xong , cần cây cầu này để giảm cân 😆😆",Positive
403,loại dâm ô nam sinh này cần phải tử hình để làm gương cho người khác .,Negative
404,:))) 1 phần của bài quyền là phải gẫy gậy và té sấp mặt luôn để đỡ bị đối phương đâm lòi phèo,Negative
405,chắc chắn người pháp sẽ khôi phục lại được . tin là như thế,Neutral
406,per á đông có đồng nghiệp như hiệp suốt ngày rủ đi vệ sinh cùng ghê vãi,Negative
407,đm nhìn ngầu vãi,Positive
408,chuẩn luôn khi ở công tình yêu toàn là các anh chị em đồng nghiệp tốt he he,Positive
409,với tôi là gia đình và sự hận thù .,Neutral
410,người ta gọi là ngu mà cứ đâm đầu vào đấy :),Negative
411,tỉnh táo đi em !,Neutral
412,bếp dầu thời bao cấp,Neutral
413,có cái bệnh này nữa hả trời,Neutral
414,agribank thu nhập bằng phong phì thì bố thằng nào biết được mà cập nhật,Negative
415,crush ai thì cờ rớt chứ đừng cờ rớt mấy mẹ bán hàng online với làm bất động sản chúng mày nhé :3,Neutral
416,nhà tao cũng gần mà tao không bao giờ dám đi đêm,Negative
417,kiểu gì chả chết ? đá to như kia thoát sao nổi ?,Negative
418,không muốn huhu,Negative
419,ông trời cho mình lũ bạn cờ hó quá ấy mà :),Positive
420,dự định tao là 28 nhưng giờ mà có bồ là bắt cưới luôn chớ sợ ế haha,Positive
421,giỏi thiệt . nể . giọng ở tao khó z mà ông này nói được giỏi 😁,Neutral
422,chọn cây đẹp đẹp rồi để các bạn trẻ đổ xô đến vì hiếu kỳ lại gây tắc đường à dume,Negative
423,biết là đau lòng nhưng sao bản thân vẫn muốn biết nó,Negative
424,per mang võng ra không lại tủi không thể ngồi,Neutral
425,đóng của trường đi bắt bỏ tù loai người xấu xa : ham lợi nhuận : lừa đảo phụ huynh lấy tiền,Negative
426,như 1 canh bạc ấy nhỉ @@,Neutral
427,chợt nhận ra mình chưa từng thích thầm ai trong lớp,Neutral
428,cây này quê tao nhiều lắm nhé . mùa này đi rừng hay gặp nhiều này,Neutral
429,dume mặc dù tao rất yêu chó nhưng tao cũng sợ chó nữa :((,Negative
430,"không biết khuyên thế nào , nhưng chỉ cần bình tĩnh 1 xíu , dù gì thì cũng đừng tự sát , đời người chỉ sống 1 lần thôi ...",Negative
431,tao bực mày lắm rồi đấy,Negative
432,crush tao mất rồi .,Negative
433,cái thứ tình yêu bọ xít :)),Negative
434,"ngày xưa nhà nuôi mấy con điên này cái giọng thì đã khó nghe thì chớ suốt ngày ngoạc ra , hễ về đến nhà là thấy giọng bọn n đầu tiên . xong cho ăn , rõ ràng là cho n ăn đàng hoàng mà đến n + 1 lần bị n mổ với đuổi bợt mạng . chốt là tao ghét cái bọn nì dã man . ám ảnh cả 1 tuổi thơ :(( cái thứ yêu nghiệt .",Negative
435,cặp này lầy mà dễ thương,Positive
436,per mặc dù biết ngôn tình tàu khựa toàn xạo chó nhưng cầu hôn có não thật ^^,Negative
437,"đừng so nó với chó ., vì chó nhà tao cũng từng bị nó cắn rồi 🤧. nó đéo ' sợ bố con thằng nào cả .",Negative
438,địt mẹ mấy thằng nhà quê,Negative
439,vãi chả phơi hết tim gan phèo phổi @@,Negative
440,cảnh thì dõ đẹp mà nhìn nước ô nhiễm quá,Negative
441,thích nấu lúc nào cũng được,Neutral
442,"mấy con đĩ xạo lồn tao thấy mà tao tức á , chia bè phái ra làm rầm rầm rộ rộ",Negative
443,cái chứng minh hình kia dễ vãi . cứ vẽ hình lên bài xong người chấm điểm người ta thấy là biết chứ sao :)),Positive
444,đm quả gật đầu quả quyết vãi 😂,Positive
445,ho mà vỡ xương kể ra trên đời lắm chuyện lạ vãi,Neutral
446,bốc toàn trúng may mắn lần sau,Negative
447,nước tớ nhiều thành phần hãm lồn thế đấy các bạn ạ . tớ gặp là tớ còn ghét nữa là các bạn nước ngoài,Negative
448,cẩn thận móc túi trộm nhé anh chị em .,Neutral
449,đoạn cuối yêu mún chết,Positive
450,hahahaha,Positive
451,cuộc đời bà đã nấu hơn 50 nồi bánh chưng rồi nhưng bà chưa bao giờ thấy ai cắt tóc ngắn đi mà xinh như thế này các cháu ạ .,Positive
452,"mày vã quá rồi đấy , sang lên chứ 🙄",Neutral
453,"e ấy đang khóc , nhưng vì hàm răng không thể thụt vào nên mọi người nghĩ là em đang cười :))))",Positive
454,per ôi cái bếp một thời chinh chiến,Positive
455,vl mồm thì chửi người ta nhem nhẻm ra xong cứ bảo người ta mất dậy :)) chị kia đã chửi được câu đéo nào đâu mà nó cứ bảo mất dậy . đâm hỏng xe người ta xong còn đòi đọ lồn :))))) bố mày lậy . phải tao là tao sút cho tung con mẹ mày cái lồn già lên rồi cho mất dậy cả thể . cứ cậy đẻ 5 lứa rồi lồn rộng mép dài ra đường bắt nạt đứa lồn bé hơn,Negative
456,"trời mẹ phim gì vậy thớt ơi , cười ná thở",Positive
457,nhưng công nhận nhìn ngáo cỏ yêu thật =)),Positive
458,ăn mà không biết dọn .,Negative
459,tao được thấy nói chuyện mắt của bố tao khi tao bệnh và khi tao lấy chồng,Negative
460,mày ăn cứt hay sao ngu thế hả,Negative
461,chia buồn với gã lưng gù 😥😢,Negative
462,tao đã từng viết như thế này . bây giờ không muốn ai đọc chỉ có đốt mà lười đốt,Negative
463,tác phẩm nghệ thuật chất lượng cao hiếm hoi của điện ảnh việt nam nhưng không được công chúng quê nhà đón nhận,Negative
464,thực ra em mới đang phải là sự lựa chọn chứ không phải là người được lựa chọn đâu 😌.,Negative
465,"per trong vòng 4 tháng chắc anh chụp hơn trăm tấm , huhu , sợ quá 😱😱😱😢😢😢",Negative
466,"tui ở tuy hòa , phú yên mà chả nhận ra luôn .",Negative
467,"có ai lần đầu bắn kéo ngược ra phía trước đạn bay vào mặt giống tao không , đau điếng",Negative
468,cô gái này thật dễ thương “ anh cứ nhắm mắt làm đại một lần thôi mà “ 😂😂,Positive
469,mới ra mà nắm bắt nhanh thế,Neutral
470,"chị thích con gái mạnh mẽ , cá tính .",Positive
471,tô ́ tao nhất là chết luôn đi ko chết sau này lại ngáo kéo theo người kha ́ c thì khổ .,Negative
472,cho bỏ cái ngu đậu xe ẩu tả .,Negative
473,buôn bỏ nhưng tình cảm ko thuoc về mình nua . bat đầu kiem tiên,Negative
474,"thanh diễm giờ tao hiểu tại sao cứ sáng vô là tao trông tới đi về , đầu tuần trông tới cuối tuần và đầu tháng trông tới cuối tháng rồi 🤣🤣🤣🤭",Positive
475,người gì đâu mà dễ thương quá chờiiiii,Positive
476,nhìn mặt nó nhăn nhó khó chịu vãi,Negative
477,nhưng sạn quá . ma mà sao lúc đầu có bóng của cánh tay vậy .???,Neutral
478,đừng tưởng nó nói yêu mày là yêu mày thật :))),Neutral
479,vì những thành phần như bạn mà page cứ phải khoá bình luận cho trong sạch đấy . thật là giông bão 😌,Negative
480,thân gửi mấy má bán combo quà độn xốp với mấy cha có ý định tặng 😂😂,Negative
481,t đi lộn lớp rồi,Neutral
482,per la liếm cả ở trong này hả =)),Neutral
483,chuẩn bị prayforparis thôi 23 tuần kể từ khi phe áo vàng làm loạn rồi mà vẫn chưa dẹp được .,Negative
484,ở dơ vãi - _ -,Negative
485,sinh viên năm 3 rồi nhưng vẫn chưa định hướng ra trường làm cái giống gì đây :(,Negative
486,cái máy nghe nhạc nè,Neutral
487,ra xong bảo anh ý ship em về nhà luôn được không . xe em bị hỏng mất tiêu rồi =)),Positive
488,y tế chăm sóc sức khỏe lương nhiều vậy sao,Neutral
489,t đu ́ theo thôi :v tao biê ́ tao thư ̀ anh no ́ la ̀ shipper,Positive
490,các bác bình luận ở đây cũng có khác gì họ đang ngồi chửi nhà nước không,Negative
491,"con nghiệt súc này mỗi lần tao đi đá bóng là 2 vợ chồng nó dí theo cắn bầm hết chân , thứ này thù dai kinh khủng , chiều nào nó cũng khởi động cho tao trước khi đá bóng ... con mẹ nó giờ tao lớn rồi , tay nghề nấu nướng cũng không tệ gặp mà dí theo là xác định tao quay nó vàng ương luôn =]]",Positive
492,nấu kiểu này ngon lắm luôn 😋😋,Positive
493,per thích quáaaaa,Positive
494,mấy ai chứng minh được điều đó 😍,Neutral
495,thằng ben thật tội nghiệp,Negative
496,yêu quá nè nè,Positive
497,có ai như tao không . chả thích đi đền chùa vì nhiều lí do ??,Neutral
498,tiền bạc là phù du ... nhiêu đó cho luôn 😂😂😂😂😂,Neutral
